45.3,290.62_{1},41.88 %,412.33,38.32 %,402.00,38.55 %,402.67,584.87_{1},63.84 %,958.28,62.89 %,952.71,63.55 %,956.57
50.1,908.50_{3},65.77 %,1506.00,58.50 %,1440.00,58.72 %,1442.00,1045.00_{3},79.57 %,1876.50,71.72 %,1794.50,70.19 %,1778.50
50.2,658.02_{1},65.97 %,1092.14,62.50 %,1069.28,64.85 %,1084.71,934.83_{1},71.99 %,1607.86,68.66 %,1576.71,70.10 %,1590.14
50.3,334.75_{23},41.52 %,473.75,40.33 %,469.75,40.63 %,470.75,649.29_{1},82.71 %,1186.34,80.12 %,1169.50,85.38 %,1203.67
100.1,1502.08_{1},89.00 %,2839.00,77.22 %,2662.00,74.56 %,2622.00,1869.77_{1},93.75 %,3622.67,85.67 %,3471.51,82.09 %,3404.67
100.2,1096.36_{1},88.08 %,2062.00,80.60 %,1980.00,82.15 %,1997.00,2112.00_{2},166.12 %,5620.50,95.98 %,4139.00,98.82 %,4199.00
100.3,475.73_{1},62.34 %,772.28,62.04 %,770.86,64.35 %,781.86,1118.18_{1},88.99 %,2113.28,96.44 %,2196.57,106.50 %,2309.00
200.1,2206.03_{1},138.26 %,5256.18,129.98 %,5073.51,379.59 %,10580.02,1506.75_{2},--,--,360.54 %,6939.25,587.04 %,10352.00
200.2,1100.50_{2},--,--,234.89 %,3685.50,236.98 %,3708.50,2720.95_{1},118.13 %,5935.14,210.15 %,8438.99,286.19 %,10507.99
200.3,589.70_{1},138.48 %,1406.34,139.87 %,1414.50,1577.47 %,9892.02,2365.25_{2},393.74 %,11678.25,315.01 %,9816.00,264.12 %,8612.25
300.1,1974.79_{12},283.15 %,7566.42,--,--,790.32 %,17581.98,484.86_{3},--,--,--,--,3493.84 %,17424.98
300.2,450.50_{2},--,--,1153.94 %,5649.00,3006.10 %,13993.00,1489.00_{3},--,--,--,--,1097.92 %,17837.00
300.3,495.20_{1},330.34 %,2131.00,308.49 %,2022.84,3292.20 %,16798.03,2309.33_{12},188.22 %,6656.01,--,--,633.85 %,16947.03
400.1,24.00_{2},--,--,38025.00 %,9150.00,87350.00 %,20988.00,7.29_{3},--,--,--,--,178815.69 %,13035.27
400.2,35.34_{1},19294.06 %,6854.56,18997.38 %,6749.71,19798.89 %,7032.99,7.29_{3},--,--,--,--,277086.27 %,20194.98
400.3,14.59_{1},17842.78 %,2618.28,17385.60 %,2551.57,136943.77 %,19997.98,7.14_{3},--,--,--,--,280530.00 %,20044.98
500.1,--,--,--,--,--,--,24894.98,--,--,--,--,--,--,25116.05
500.2,--,--,--,--,--,--,24970.05,--,--,--,--,--,--,24670.50
500.3,--,--,--,--,--,--,24377.00,--,--,--,--,--,--,24792.00
600.1,--,--,--,--,--,--,30949.06,--,--,--,--,--,--,31096.00
600.2,--,--,--,--,--,--,30971.97,--,--,--,--,--,--,31256.00
600.3,--,--,--,--,--,--,29437.97,--,--,--,--,--,--,30596.00
700.1,--,--,--,--,--,--,--,--,--,--,--,--,--,35871.00
700.2,--,--,--,--,--,--,35912.00,--,--,--,--,--,--,35410.96
700.3,--,--,--,--,--,--,34333.97,--,--,--,--,--,--,35954.07
