Executando Fernandes MODIFICADO
Rodando pra 1h
Optimize a model with 2097 rows, 3042 columns and 73472 nonzeros
Coefficient statistics:
  Matrix range    [1e+00, 1e+07]
  Objective range [1e-01, 1e-01]
  Bounds range    [1e+00, 1e+07]
  RHS range       [1e+00, 4e+01]
Found heuristic solution: objective 2339
Presolve removed 10 rows and 17 columns
Presolve time: 0.18s
Presolved: 2087 rows, 3025 columns, 65484 nonzeros
Variable types: 1980 continuous, 1045 integer (1038 binary)

Root relaxation: objective 6.917044e+00, 2986 iterations, 0.23 seconds

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 17432 11365  980.11885  883   26 1012.57042  217.60328  78.5%   176 1130s
 17483 11370  455.38280   33  109 1012.57042  219.92804  78.3%   177 1136s
 17489 11374  457.78320   35  107 1012.57042  219.92804  78.3%   178 1140s
 17497 11380  625.57982   36  108 1012.57042  219.92804  78.3%   179 1145s
H17506 11038                    1011.8561310  219.92804  78.3%   180 1150s
 17560 11076  649.20394   63   73 1011.85613  219.92804  78.3%   181 1155s
 17695 11166  698.53864  163   59 1011.85613  219.92804  78.3%   180 1160s
 18526 11692  230.36624   29  120 1011.85613  220.00701  78.3%   173 1166s
 18533 11696  546.23999   36  106 1011.85613  220.00701  78.3%   173 1170s
 18624 11757  764.13145  127   47 1011.85613  220.00701  78.3%   174 1175s
H18635 11401                    1003.1418540  220.00701  78.1%   174 1175s
 18897 11557  340.23433   31   98 1003.14185  220.18426  78.1%   172 1181s
 18922 11574  652.41683   56   91 1003.14185  220.18426  78.1%   173 1185s
 19060 11666  756.48580  194   59 1003.14185  220.18426  78.1%   172 1190s
 19642 12035  239.80656   29  116 1003.14185  226.53350  77.4%   168 1195s
 19648 12039  633.73297   35  100 1003.14185  226.53350  77.4%   169 1200s
 19696 12059  353.85873   32   95 1003.14185  226.61879  77.4%   169 1205s
 19729 12081  664.04151   65   85 1003.14185  226.61879  77.4%   170 1210s
H19761 11781                    1001.8561410  226.61879  77.4%   170 1211s
 19927 11894  763.64785  263   56 1001.85614  226.61879  77.4%   169 1215s
 20363 12168  419.00312   30  100 1001.85614  226.85963  77.4%   167 1221s
 20369 12172  517.47726   34   88 1001.85614  226.85963  77.4%   168 1226s
 20376 12177  267.11338   35   93 1001.85614  226.85963  77.4%   168 1230s
 20382 12181  586.93701   37  102 1001.85614  226.85963  77.4%   169 1235s
 20387 12184  641.86764   37  103 1001.85614  226.85963  77.4%   171 1241s
H20390 11878                     999.5704290  226.85963  77.3%   171 1243s
 20392 11882  614.06000   40   96  999.57043  226.85963  77.3%   172 1245s
 20398 11886  641.94680   42  106  999.57043  226.85963  77.3%   173 1250s
 20449 11920  668.95422   68   68  999.57043  226.85963  77.3%   173 1255s
 20547 11985  719.10500  125   47  999.57043  226.85963  77.3%   173 1262s
 20848 12186  836.52689  397   41  999.57043  226.85963  77.3%   171 1265s
 21303 12467  274.17321   29  135  999.57043  228.13765  77.2%   168 1270s
 21309 12471  642.68848   35  104  999.57043  228.13765  77.2%   169 1276s
 21407 12536  698.23854  133   64  999.57043  228.13765  77.2%   169 1280s
 21690 12725  809.39743  416   47  999.57043  228.13765  77.2%   168 1285s
 22045 12945  241.92614   32  121  999.57043  228.32984  77.2%   166 1290s
 22050 12948  244.83409   35  114  999.57043  228.32984  77.2%   166 1295s
 22053 12950  552.92698   36  113  999.57043  228.32984  77.2%   167 1300s
 22064 12957  643.16805   38  103  999.57043  228.32984  77.2%   168 1305s
 22121 12995  723.85266   57   66  999.57043  228.32984  77.2%   168 1310s
 22229 13057  331.85215   32  100  999.57043  228.76798  77.1%   168 1316s
 22247 13069  650.05961   50  103  999.57043  228.76798  77.1%   169 1320s
 22356 13142  781.82857  159   39  999.57043  228.76798  77.1%   169 1325s
 22556 13260  519.62421   33   97  999.57043  229.16066  77.1%   168 1330s
 22617 13301  688.38941   94   70  999.57043  229.16066  77.1%   168 1335s
 22779 13409  755.40223  256   57  999.57043  229.16066  77.1%   168 1340s
 23247 13711  977.09584  724   30  999.57043  229.16066  77.1%   165 1345s
 23273 13715  329.83758   35   91  999.57043  229.17532  77.1%   165 1350s
 23301 13734  660.60498   63   83  999.57043  229.17532  77.1%   166 1355s
 23544 13896  768.24174  306   51  999.57043  229.17532  77.1%   165 1360s
 23950 14167  942.96464  712   37  999.57043  229.17532  77.1%   163 1365s
 24067 14227  519.62421   35   98  999.57043  229.50305  77.0%   163 1371s
 24098 14247  664.48994   66   90  999.57043  229.50305  77.0%   163 1375s
 24288 14374  743.27808  256   54  999.57043  229.50305  77.0%   163 1380s
 24900 14768  243.12817   33  123  999.57043  229.87139  77.0%   160 1386s
 24901 14769  342.37752   34   91  999.57043  229.87139  77.0%   160 1390s
 24927 14786  665.19066   60   87  999.57043  229.87139  77.0%   160 1395s
 25065 14878  744.10366  198   62  999.57043  229.87139  77.0%   160 1400s
 25618 15247  931.35680  751   24  999.57043  229.87139  77.0%   157 1405s
 25732 15309  375.92325   34  111  999.57043  230.39301  77.0%   157 1411s
 25736 15311  573.04377   36   95  999.57043  230.39301  77.0%   158 1415s
 25742 15315  651.15726   39  102  999.57043  230.39301  77.0%   159 1420s
 25778 15339  664.78759   57   95  999.57043  230.39301  77.0%   159 1425s
 25828 15373  684.52916   82   83  999.57043  230.39301  77.0%   160 1430s
 25905 15424  720.05787  121   55  999.57043  230.39301  77.0%   160 1435s
 25994 15483  762.80771  165   49  999.57043  230.39301  77.0%   160 1440s
 26117 15565  754.51564  227   58  999.57043  230.39301  77.0%   160 1445s
 26287 15679  789.36405  312   44  999.57043  230.39301  77.0%   160 1450s
 26520 15834  849.88509  428   38  999.57043  230.39301  77.0%   159 1455s
 26919 16099  943.87617  628   33  999.57043  230.39301  77.0%   157 1460s
 27135 16189  461.30697   31  119  999.57043  233.80564  76.6%   157 1466s
 27160 16214  662.09521   56   87  999.57043  233.80564  76.6%   157 1470s
 27337 16391  730.62965  233   63  999.57043  233.80564  76.6%   157 1475s
 27923 16977  914.21055  819   30  999.57043  233.80564  76.6%   154 1480s
 27989 17028  554.10654   34  110  999.57043  233.94265  76.6%   154 1486s
 28014 17053  674.13318   59   75  999.57043  233.94265  76.6%   155 1490s
 28334 17373  947.11915  379   14  999.57043  233.94265  76.6%   154 1495s
 28430 17458  532.33105   34  100  999.57043  234.69065  76.5%   154 1503s
 28433 17461  382.10110   36  121  999.57043  234.69065  76.5%   155 1508s
 28434 17462  532.26245   35  101  999.57043  234.69065  76.5%   155 1510s
 28437 17465  498.47744   36   94  999.57043  234.69065  76.5%   156 1516s
 28442 17470  630.55594   37   97  999.57043  234.69065  76.5%   156 1520s
 28471 17499  665.24195   50   86  999.57043  234.69065  76.5%   157 1525s
 28557 17585  699.70157  108   53  999.57043  234.69065  76.5%   157 1530s
 28809 17837  766.31788  316   29  999.57043  234.69065  76.5%   156 1535s
 29318 18330  365.76735   31  130  999.57043  239.80952  76.0%   154 1542s
 29320 18332  640.94837   33  106  999.57043  239.80952  76.0%   154 1546s
 29400 18412  690.50387  113   69  999.57043  239.80952  76.0%   154 1550s
 29667 18679  811.04722  380   42  999.57043  239.80952  76.0%   153 1555s
